

Microchip Technology PIC18 LITE Macro Assembler V1.32 build 58300 
                                                                                               Wed Aug 06 11:02:16 2014

Microchip Technology Omniscient Code Generator (Lite mode) build 58300
     1                           	processor	18F2550
  2394  001886  5002               	movf	delay_ms@ui_data+1,w,c
  2395  001888  1001               	iorwf	delay_ms@ui_data,w,c
  2396  00188A  B4D8               	btfsc	status,2,c
  2397  00188C  D00C               	goto	l206
  2398                           
  2399                           ;CurretSense.c: 388: {
  2400                           ;CurretSense.c: 389: _delay((unsigned long)((1)*(48000000/4000.0)));
  2401  00188E  0E10               	movlw	16
  2402  001890  6E03               	movwf	??_delay_ms& (0+255),c
  2403  001892  0E94               	movlw	148
  2404  001894                     u1987:
  2405  001894  2EE8               	decfsz	wreg,f,c
  2406  001896  D7FE               	goto	u1987
  2407  001898  2E03               	decfsz	??_delay_ms& (0+255),f,c
  2408  00189A  D7FC               	goto	u1987
  2409  00189C  D000               	nop2	
  2410  00189E  0601               	decf	delay_ms@ui_data,f,c
  2411  0018A0  A0D8               	btfss	status,0,c
  2412  0018A2  0602               	decf	delay_ms@ui_data+1,f,c
  2413  0018A4  D7F0               	goto	_delay_ms
  2414  0018A6                     l206:
  2415  0018A6  0012               	return	
  2416  0018A8                     __end_of_delay_ms:
  2417                           	opt stack 0
  2418                           tblptru	equ	0xFF8
  2419                           tblptrh	equ	0xFF7
  2420                           tblptrl	equ	0xFF6
  2421                           tablat	equ	0xFF5
  2422                           prodl	equ	0xFF3
  2423                           postinc0	equ	0xFEE
  2424                           wreg	equ	0xFE8
  2425                           postinc1	equ	0xFE6
  2426                           postdec1	equ	0xFE5
  2427                           fsr1l	equ	0xFE1
  2428                           indf2	equ	0xFDF
  2429                           postinc2	equ	0xFDE
  2430                           fsr2h	equ	0xFDA
  2431                           fsr2l	equ	0xFD9
  2432                           status	equ	0xFD8
  2433                           
  2434 ;; *************** function _bcd *****************
  2435 ;; Defined at:
  2436 ;;		line 402 in file "CurretSense.c"
  2437 ;; Parameters:    Size  Location     Type
  2438 ;;  uc_digit        1    wreg     unsigned char 
  2439 ;;  ui_number       2   15[COMRAM] unsigned int 
  2440 ;; Auto vars:     Size  Location     Type
  2441 ;;  uc_digit        1   33[COMRAM] unsigned char 
  2442 ;;  ui_decimal     10   23[COMRAM] unsigned int [5]
  2443 ;;  value           2   21[COMRAM] unsigned int 
  2444 ;; Return value:  Size  Location     Type
  2445 ;;		None               void
  2446 ;; Registers used:
  2447 ;;		wreg, fsr1l, fsr1h, fsr2l, fsr2h, status,2, status,0, cstack
  2448 ;; Tracked objects:
  2449 ;;		On entry : 0/0
  2450 ;;		On exit  : 0/0
  2451 ;;		Unchanged: 0/0
  2452 ;; Data sizes:     COMRAM   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6   BANK7
  2453 ;;      Params:         2       0       0       0       0       0       0       0       0
  2454 ;;      Locals:        13       0       0       0       0       0       0       0       0
  2455 ;;      Temps:          4       0       0       0       0       0       0       0       0
  2456 ;;      Totals:        19       0       0       0       0       0       0       0       0
  2457 ;;Total ram usage:       19 bytes
  2458 ;; Hardware stack levels used:    1
  2459 ;; Hardware stack levels required when called:    1
  2460 ;; This function calls:
  2461 ;;		___lwdiv
  2462 ;;		___lwmod
  2463 ;; This function is called by:
  2464 ;;		_main
  2465 ;; This function uses a non-reentrant model
  2466 ;;
  2467                           
  2468                           	psect	text13
  2469  000D64                     __ptext13:
  2470                           	opt stack 0
  2471  000D64                     _bcd:
  2472                           	opt stack 29
  2473                           
  2474                           ;incstack = 0
  2475                           ;bcd@uc_digit stored from wreg
  2476  000D64  6E22               	movwf	bcd@uc_digit,c
  2477                           
  2478                           ;CurretSense.c: 404: unsigned int ui_decimal[5] ={ 0 }, value = 0;
  2479  000D66  EE20  F02B         	lfsr	2,bcd@F4844
  2480  000D6A  EE10  F018         	lfsr	1,bcd@ui_decimal
  2481  000D6E  0E0A               	movlw	10
  2482  000D70                     u1221:
  2483  000D70  CFDE FFE6          	movff	postinc2,postinc1
  2484  000D74  2EE8               	decfsz	wreg,f,c
  2485  000D76  D7FC               	goto	u1221
  2486  000D78  0E00               	movlw	0
  2487  000D7A  6E17               	movwf	bcd@value+1,c
  2488  000D7C  0E00               	movlw	0
  2489  000D7E  6E16               	movwf	bcd@value,c
  2490                           
  2491                           ;CurretSense.c: 406: ui_decimal[4] = ui_number/10000;
  2492  000D80  C010  F001         	movff	bcd@ui_number,___lwdiv@dividend
  2493  000D84  C011  F002         	movff	bcd@ui_number+1,___lwdiv@dividend+1
  2494  000D88  0E27               	movlw	39
  2495  000D8A  6E04               	movwf	___lwdiv@divisor+1,c
  2496  000D8C  0E10               	movlw	16
  2497  000D8E  6E03               	movwf	___lwdiv@divisor,c
  2498  000D90  EC49  F00B         	call	___lwdiv	;wreg free
  2499  000D94  C001  F020         	movff	?___lwdiv,bcd@ui_decimal+8
  2500  000D98  C002  F021         	movff	?___lwdiv+1,bcd@ui_decimal+9
  2501                           
  2502                           ;CurretSense.c: 407: ui_decimal[3] = ui_number%10000;
  2503  000D9C  C010  F001         	movff	bcd@ui_number,___lwmod@dividend
  2504  000DA0  C011  F002         	movff	bcd@ui_number+1,___lwmod@dividend+1
  2505  000DA4  0E27               	movlw	39
  2506  000DA6  6E04               	movwf	___lwmod@divisor+1,c
  2507  000DA8  0E10               	movlw	16
  2508  000DAA  6E03               	movwf	___lwmod@divisor,c
  2509  000DAC  ECE3  F00B         	call	___lwmod	;wreg free
  2510  000DB0  C001  F01E         	movff	?___lwmod,bcd@ui_decimal+6
  2511  000DB4  C002  F01F         	movff	?___lwmod+1,bcd@ui_decimal+7
  2512                           
  2513                           ;CurretSense.c: 408: ui_decimal[2] = ui_decimal[3]%1000;
  2514  000DB8  C01E  F001         	movff	bcd@ui_decimal+6,___lwmod@dividend
  2515  000DBC  C01F  F002         	movff	bcd@ui_decimal+7,___lwmod@dividend+1
  2516  000DC0  0E03               	movlw	3
  2517  000DC2  6E04               	movwf	___lwmod@divisor+1,c
  2518  000DC4  0EE8               	movlw	232
  2519  000DC6  6E03               	movwf	___lwmod@divisor,c
  2520  000DC8  ECE3  F00B         	call	___lwmod	;wreg free
  2521  000DCC  C001  F01C         	movff	?___lwmod,bcd@ui_decimal+4
  2522  000DD0  C002  F01D         	movff	?___lwmod+1,bcd@ui_decimal+5
  2523                           
  2524                           ;CurretSense.c: 409: ui_decimal[3] = ui_decimal[3]/1000;
  2525  000DD4  C01E  F001         	movff	bcd@ui_decimal+6,___lwdiv@dividend
  2526  000DD8  C01F  F002         	movff	bcd@ui_decimal+7,___lwdiv@dividend+1
  2527  000DDC  0E03               	movlw	3
  2528  000DDE  6E04               	movwf	___lwdiv@divisor+1,c
  2529  000DE0  0EE8               	movlw	232
  2530  000DE2  6E03               	movwf	___lwdiv@divisor,c
  2531  000DE4  EC49  F00B         	call	___lwdiv	;wreg free
  2532  000DE8  C001  F01E         	movff	?___lwdiv,bcd@ui_decimal+6
  2533  000DEC  C002  F01F         	movff	?___lwdiv+1,bcd@ui_decimal+7
  2534                           
  2535                           ;CurretSense.c: 410: ui_decimal[1] = ui_decimal[2]%100;
  2536  000DF0  C01C  F001         	movff	bcd@ui_decimal+4,___lwmod@dividend
  2537  000DF4  C01D  F002         	movff	bcd@ui_decimal+5,___lwmod@dividend+1
  2538  000DF8  0E00               	movlw	0
  2539  000DFA  6E04               	movwf	___lwmod@divisor+1,c
  2540  000DFC  0E64               	movlw	100
  2541  000DFE  6E03               	movwf	___lwmod@divisor,c
  2542  000E00  ECE3  F00B         	call	___lwmod	;wreg free
  2543  000E04  C001  F01A         	movff	?___lwmod,bcd@ui_decimal+2
  2544  000E08  C002  F01B         	movff	?___lwmod+1,bcd@ui_decimal+3
  2545                           
  2546                           ;CurretSense.c: 411: ui_decimal[2] = ui_decimal[2]/100;
  2547  000E0C  C01C  F001         	movff	bcd@ui_decimal+4,___lwdiv@dividend
  2548  000E10  C01D  F002         	movff	bcd@ui_decimal+5,___lwdiv@dividend+1
  2549  000E14  0E00               	movlw	0
  2550  000E16  6E04               	movwf	___lwdiv@divisor+1,c
  2551  000E18  0E64               	movlw	100
  2552  000E1A  6E03               	movwf	___lwdiv@divisor,c
  2553  000E1C  EC49  F00B         	call	___lwdiv	;wreg free
  2554  000E20  C001  F01C         	movff	?___lwdiv,bcd@ui_decimal+4
  2555  000E24  C002  F01D         	movff	?___lwdiv+1,bcd@ui_decimal+5
  2556                           
  2557                           ;CurretSense.c: 412: ui_decimal[0] = ui_decimal[1]%10;
  2558  000E28  C01A  F001         	movff	bcd@ui_decimal+2,___lwmod@dividend
  2559  000E2C  C01B  F002         	movff	bcd@ui_decimal+3,___lwmod@dividend+1
  2560  000E30  0E00               	movlw	0
  2561  000E32  6E04               	movwf	___lwmod@divisor+1,c
  2562  000E34  0E0A               	movlw	10
  2563  000E36  6E03               	movwf	___lwmod@divisor,c
  2564  000E38  ECE3  F00B         	call	___lwmod	;wreg free
  2565  000E3C  C001  F018         	movff	?___lwmod,bcd@ui_decimal
  2566  000E40  C002  F019         	movff	?___lwmod+1,bcd@ui_decimal+1
  2567                           
  2568                           ;CurretSense.c: 413: ui_decimal[1] = ui_decimal[1]/10;
  2569  000E44  C01A  F001         	movff	bcd@ui_decimal+2,___lwdiv@dividend
  2570  000E48  C01B  F002         	movff	bcd@ui_decimal+3,___lwdiv@dividend+1
  2571  000E4C  0E00               	movlw	0
  2572  000E4E  6E04               	movwf	___lwdiv@divisor+1,c
  2573  000E50  0E0A               	movlw	10
  2574  000E52  6E03               	movwf	___lwdiv@divisor,c
  2575  000E54  EC49  F00B         	call	___lwdiv	;wreg free
  2576  000E58  C001  F01A         	movff	?___lwdiv,bcd@ui_decimal+2
  2577  000E5C  C002  F01B         	movff	?___lwdiv+1,bcd@ui_decimal+3
  2578                           
  2579                           ;CurretSense.c: 415: if (uc_digit > 5) uc_digit = 5;
  2580  000E60  0E05               	movlw	5
  2581  000E62  6422               	cpfsgt	bcd@uc_digit,c
  2582  000E64  D077               	goto	L14
  2583  000E66  0E05               	movlw	5
  2584  000E68  6E22               	movwf	bcd@uc_digit,c
  2585  000E6A  D074               	goto	L14
  2586  000E6C                     l1732:
  2587                           
  2588                           ;CurretSense.c: 417: {
  2589                           ;CurretSense.c: 418: value = ui_decimal[uc_digit - 1];
  2590  000E6C  0EFE               	movlw	254
  2591  000E6E  6E12               	movwf	??_bcd& (0+255),c
  2592  000E70  0EFF               	movlw	255
  2593  000E72  6E13               	movwf	(??_bcd+1)& (0+255),c
  2594  000E74  5022               	movf	bcd@uc_digit,w,c
  2595  000E76  6E14               	movwf	(??_bcd+2)& (0+255),c
  2596  000E78  6A15               	clrf	(??_bcd+3)& (0+255),c
  2597  000E7A  90D8               	bcf	status,0,c
  2598  000E7C  3614               	rlcf	??_bcd+2,f,c
  2599  000E7E  3615               	rlcf	??_bcd+3,f,c
  2600  000E80  5012               	movf	??_bcd,w,c
  2601  000E82  2614               	addwf	??_bcd+2,f,c
  2602  000E84  5013               	movf	??_bcd+1,w,c
  2603  000E86  2215               	addwfc	??_bcd+3,f,c
  2604  000E88  0E18               	movlw	low bcd@ui_decimal
  2605  000E8A  2414               	addwf	??_bcd+2,w,c
  2606  000E8C  6ED9               	movwf	fsr2l,c
  2607  000E8E  0E00               	movlw	high bcd@ui_decimal
  2608  000E90  2015               	addwfc	??_bcd+3,w,c
  2609  000E92  6EDA               	movwf	fsr2h,c
  2610  000E94  CFDE F016          	movff	postinc2,bcd@value
  2611  000E98  CFDD F017          	movff	postdec2,bcd@value+1
  2612                           
  2613                           ;CurretSense.c: 419: switch(value)
  2614  000E9C  D020               	goto	l1736
  2615  000E9E                     l220:
  2616                           
  2617                           ;CurretSense.c: 422: LATAbits.LATA4 = 0;
  2618  000E9E  9889               	bcf	3977,4,c	;volatile
  2619  000EA0  D001               	goto	L6
  2620  000EA2                     l222:
  2621                           
  2622                           ;CurretSense.c: 428: LATAbits.LATA4 = 1;
  2623  000EA2  8889               	bsf	3977,4,c	;volatile
  2624  000EA4                     L6:
  2625                           
  2626                           ;CurretSense.c: 429: LATAbits.LATA1 = 0;
  2627  000EA4  9289               	bcf	3977,1,c	;volatile
  2628  000EA6  D002               	goto	L7
  2629  000EA8                     l223:
  2630                           
  2631                           ;CurretSense.c: 434: LATAbits.LATA4 = 0;
  2632  000EA8  9889               	bcf	3977,4,c	;volatile
  2633  000EAA  D004               	goto	L8
  2634  000EAC                     L7:
  2635                           
  2636                           ;CurretSense.c: 436: LATAbits.LATA2 = 0;
  2637  000EAC  9489               	bcf	3977,2,c	;volatile
  2638  000EAE                     L9:
  2639                           
  2640                           ;CurretSense.c: 437: LATAbits.LATA3 = 0;
  2641  000EAE  9689               	bcf	3977,3,c	;volatile
  2642                           
  2643                           ;CurretSense.c: 438: break;
  2644  000EB0  D03D               	goto	l1738
  2645  000EB2                     l224:
  2646                           
  2647                           ;CurretSense.c: 440: LATAbits.LATA4 = 1;
  2648  000EB2  8889               	bsf	3977,4,c	;volatile
  2649  000EB4                     L8:
  2650                           
  2651                           ;CurretSense.c: 441: LATAbits.LATA1 = 1;
  2652  000EB4  8289               	bsf	3977,1,c	;volatile
  2653  000EB6  D7FA               	goto	L7
  2654  000EB8                     l225:
  2655                           
  2656                           ;CurretSense.c: 446: LATAbits.LATA4 = 0;
  2657  000EB8  9889               	bcf	3977,4,c	;volatile
  2658  000EBA  D001               	goto	L11
  2659  000EBC                     l226:
  2660                           
  2661                           ;CurretSense.c: 452: LATAbits.LATA4 = 1;
  2662  000EBC  8889               	bsf	3977,4,c	;volatile
  2663  000EBE                     L11:
  2664                           
  2665                           ;CurretSense.c: 453: LATAbits.LATA1 = 0;
  2666  000EBE  9289               	bcf	3977,1,c	;volatile
  2667  000EC0  D002               	goto	L12
  2668  000EC2                     l227:
  2669                           
  2670                           ;CurretSense.c: 458: LATAbits.LATA4 = 0;
  2671  000EC2  9889               	bcf	3977,4,c	;volatile
  2672  000EC4  D003               	goto	L13
  2673  000EC6                     L12:
  2674                           
  2675                           ;CurretSense.c: 460: LATAbits.LATA2 = 1;
  2676  000EC6  8489               	bsf	3977,2,c	;volatile
  2677  000EC8  D7F2               	goto	L9
  2678  000ECA                     l228:
  2679                           
  2680                           ;CurretSense.c: 464: LATAbits.LATA4 = 1;
  2681  000ECA  8889               	bsf	3977,4,c	;volatile
  2682  000ECC                     L13:
  2683                           
  2684                           ;CurretSense.c: 465: LATAbits.LATA1 = 1;
  2685  000ECC  8289               	bsf	3977,1,c	;volatile
  2686  000ECE  D7FB               	goto	L12
  2687  000ED0                     l229:
  2688                           
  2689                           ;CurretSense.c: 470: LATAbits.LATA4 = 0;
  2690  000ED0  9889               	bcf	3977,4,c	;volatile
  2691  000ED2  D001               	goto	L10
  2692  000ED4                     l230:
  2693                           
  2694                           ;CurretSense.c: 476: LATAbits.LATA4 = 1;
  2695  000ED4  8889               	bsf	3977,4,c	;volatile
  2696  000ED6                     L10:
  2697                           
  2698                           ;CurretSense.c: 477: LATAbits.LATA1 = 0;
  2699  000ED6  9289               	bcf	3977,1,c	;volatile
  2700                           
  2701                           ;CurretSense.c: 478: LATAbits.LATA2 = 0;
  2702  000ED8  9489               	bcf	3977,2,c	;volatile
  2703                           
  2704                           ;CurretSense.c: 479: LATAbits.LATA3 = 1;
  2705  000EDA  8689               	bsf	3977,3,c	;volatile
  2706                           
  2707                           ;CurretSense.c: 480: break;
  2708  000EDC  D027               	goto	l1738
  2709  000EDE                     l1736:
  2710  000EDE  C016  F012         	movff	bcd@value,??_bcd
  2711  000EE2  C017  F013         	movff	bcd@value+1,??_bcd+1
  2712                           
  2713                           ; Switch on 2 bytes has been partitioned into a top level switch of size 1, and 1 sub-sw
      +                          itches
  2714                           ; Switch size 1, requested type "space"
  2715                           ; Number of cases is 1, Range of values is 0 to 0
  2716                           ; switch strategies available:
  2717                           ; Name         Instructions Cycles
  2718                           ; simple_byte            4     3 (average)
  2719                           ;	Chosen strategy is simple_byte
  2720  000EE6  5013               	movf	??_bcd+1,w,c
  2721  000EE8  0A00               	xorlw	0	; case 0
  2722  000EEA  A4D8               	btfss	status,2,c
  2723  000EEC  D01F               	goto	l1738
  2724                           
  2725                           ; Switch size 1, requested type "space"
  2726                           ; Number of cases is 10, Range of values is 0 to 9
  2727                           ; switch strategies available:
  2728                           ; Name         Instructions Cycles
  2729                           ; simple_byte           31    16 (average)
  2730                           ;	Chosen strategy is simple_byte
  2731  000EEE  5012               	movf	??_bcd,w,c
  2732  000EF0  0A00               	xorlw	0	; case 0
  2733  000EF2  B4D8               	btfsc	status,2,c
  2734  000EF4  D7D4               	goto	l220
  2735  000EF6  0A01               	xorlw	1	; case 1
  2736  000EF8  B4D8               	btfsc	status,2,c
  2737  000EFA  D7D3               	goto	l222
  2738  000EFC  0A03               	xorlw	3	; case 2
  2739  000EFE  B4D8               	btfsc	status,2,c
  2740  000F00  D7D3               	goto	l223
  2741  000F02  0A01               	xorlw	1	; case 3
  2742  000F04  B4D8               	btfsc	status,2,c
  2743  000F06  D7D5               	goto	l224
  2744  000F08  0A07               	xorlw	7	; case 4
  2745  000F0A  B4D8               	btfsc	status,2,c
  2746  000F0C  D7D5               	goto	l225
  2747  000F0E  0A01               	xorlw	1	; case 5
  2748  000F10  B4D8               	btfsc	status,2,c
  2749  000F12  D7D4               	goto	l226
  2750  000F14  0A03               	xorlw	3	; case 6
  2751  000F16  B4D8               	btfsc	status,2,c
  2752  000F18  D7D4               	goto	l227
  2753  000F1A  0A01               	xorlw	1	; case 7
  2754  000F1C  B4D8               	btfsc	status,2,c
  2755  000F1E  D7D5               	goto	l228
  2756  000F20  0A0F               	xorlw	15	; case 8
  2757  000F22  B4D8               	btfsc	status,2,c
  2758  000F24  D7D5               	goto	l229
  2759  000F26  0A01               	xorlw	1	; case 9
  2760  000F28  B4D8               	btfsc	status,2,c
  2761  000F2A  D7D4               	goto	l230
  2762  000F2C                     l1738:
  2763                           
  2764                           ;CurretSense.c: 483: if(uc_digit == 3)
  2765  000F2C  5022               	movf	bcd@uc_digit,w,c
  2766  000F2E  0A03               	xorlw	3
  2767  000F30  A4D8               	btfss	status,2,c
  2768  000F32  D003               	goto	l1742
  2769                           
  2770                           ;CurretSense.c: 484: {
  2771                           ;CurretSense.c: 485: LATCbits.LATC0 = 0;
  2772  000F34  908B               	bcf	3979,0,c	;volatile
  2773                           
  2774                           ;CurretSense.c: 486: LATCbits.LATC0 = 1;
  2775  000F36  808B               	bsf	3979,0,c	;volatile
  2776                           
  2777                           ;CurretSense.c: 487: }
  2778  000F38  D00C               	goto	l1750
  2779  000F3A                     l1742:
  2780                           
  2781                           ;CurretSense.c: 488: else if(uc_digit == 2)
  2782  000F3A  5022               	movf	bcd@uc_digit,w,c
  2783  000F3C  0A02               	xorlw	2
  2784  000F3E  A4D8               	btfss	status,2,c
  2785  000F40  D003               	goto	l1746
  2786                           
  2787                           ;CurretSense.c: 489: {
  2788                           ;CurretSense.c: 490: LATCbits.LATC1 = 0;
  2789  000F42  928B               	bcf	3979,1,c	;volatile
  2790                           
  2791                           ;CurretSense.c: 491: LATCbits.LATC1 = 1;
  2792  000F44  828B               	bsf	3979,1,c	;volatile
  2793                           
  2794                           ;CurretSense.c: 492: }
  2795  000F46  D005               	goto	l1750
  2796  000F48                     l1746:
  2797                           
  2798                           ;CurretSense.c: 493: else if(uc_digit == 1)
  2799  000F48  0422               	decf	bcd@uc_digit,w,c
  2800  000F4A  A4D8               	btfss	status,2,c
  2801  000F4C  D002               	goto	l1750
  2802                           
  2803                           ;CurretSense.c: 494: {
  2804                           ;CurretSense.c: 495: LATCbits.LATC2 = 0;
  2805  000F4E  948B               	bcf	3979,2,c	;volatile
  2806                           
  2807                           ;CurretSense.c: 496: LATCbits.LATC2 = 1;
  2808  000F50  848B               	bsf	3979,2,c	;volatile
  2809  000F52                     l1750:
  2810  000F52  0622               	decf	bcd@uc_digit,f,c
  2811  000F54                     L14:
  2812  000F54  6622               	tstfsz	bcd@uc_digit,c
  2813  000F56  D78A               	goto	l1732
  2814  000F58  0012               	return	
  2815  000F5A                     __end_of_bcd:
  2816                           	opt stack 0
  2817                           tblptru	equ	0xFF8
  2818                           tblptrh	equ	0xFF7
  2819                           tblptrl	equ	0xFF6
  2820                           tablat	equ	0xFF5
  2821                           prodl	equ	0xFF3
  2822                           postinc0	equ	0xFEE
  2823                           wreg	equ	0xFE8
  2824                           postinc1	equ	0xFE6
  2825                           postdec1	equ	0xFE5
  2826                           fsr1l	equ	0xFE1
  2827                           indf2	equ	0xFDF
  2828                           postinc2	equ	0xFDE
  2829                           postdec2	equ	0xFDD
  2830                           fsr2h	equ	0xFDA
  2831                           fsr2l	equ	0xFD9
  2832                           status	equ	0xFD8
  2833                           
  2834 ;; *************** function ___lwmod *****************
  2835 ;; Defined at:
  2836 ;;		line 8 in file "C:\Program Files (x86)\Microchip\xc8\v1.32\sources\common\lwmod.c"
  2837 ;; Parameters:    Size  Location     Type
  2838 ;;  dividend        2    0[COMRAM] unsigned int 
  2839 ;;  divisor         2    2[COMRAM] unsigned int 
  2840 ;; Auto vars:     Size  Location     Type
  2841 ;;  counter         1    4[COMRAM] unsigned char 
  2842 ;; Return value:  Size  Location     Type
  2843 ;;                  2    0[COMRAM] unsigned int 
  2844 ;; Registers used:
  2845 ;;		wreg, status,2, status,0
  2846 ;; Tracked objects:
  2847 ;;		On entry : 0/0
  2848 ;;		On exit  : 0/0
  2849 ;;		Unchanged: 0/0
  2850 ;; Data sizes:     COMRAM   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6   BANK7
  2851 ;;      Params:         4       0       0       0       0       0       0       0       0
  2852 ;;      Locals:         1       0       0       0       0       0       0       0       0
  2853 ;;      Temps:          0       0       0       0       0       0       0       0       0
  2854 ;;      Totals:         5       0       0       0       0       0       0       0       0
  2855 ;;Total ram usage:        5 bytes
  2856 ;; Hardware stack levels used:    1
  2857 ;; This function calls:
  2858 ;;		Nothing
  2859 ;; This function is called by:
  2860 ;;		_lcd_bcd
  2861 ;;		_bcd
  2862 ;; This function uses a non-reentrant model
  2863 ;;
  2864                           
  2865                           	psect	text14
  2866  0017C6                     __ptext14:
  2867                           	opt stack 0
  2868  0017C6                     ___lwmod:
  2869                           	opt stack 29
  2870                           
  2871                           ;incstack = 0
  2872  0017C6  5004               	movf	___lwmod@divisor+1,w,c
  2873  0017C8  1003               	iorwf	___lwmod@divisor,w,c
  2874  0017CA  B4D8               	btfsc	status,2,c
  2875  0017CC  D018               	goto	l773
  2876  0017CE  0E01               	movlw	1
  2877  0017D0  6E05               	movwf	___lwmod@counter,c
  2878  0017D2  D004               	goto	l1622
  2879  0017D4                     l1620:
  2880  0017D4  90D8               	bcf	status,0,c
  2881  0017D6  3603               	rlcf	___lwmod@divisor,f,c
  2882  0017D8  3604               	rlcf	___lwmod@divisor+1,f,c
  2883  0017DA  2A05               	incf	___lwmod@counter,f,c
  2884  0017DC                     l1622:
  2885  0017DC  AE04               	btfss	___lwmod@divisor+1,7,c
  2886  0017DE  D7FA               	goto	l1620
  2887  0017E0                     l1624:
  2888  0017E0  5003               	movf	___lwmod@divisor,w,c
  2889  0017E2  5C01               	subwf	___lwmod@dividend,w,c
  2890  0017E4  5004               	movf	___lwmod@divisor+1,w,c
  2891  0017E6  5802               	subwfb	___lwmod@dividend+1,w,c
  2892  0017E8  A0D8               	btfss	status,0,c
  2893  0017EA  D004               	goto	l1628
  2894  0017EC  5003               	movf	___lwmod@divisor,w,c
  2895  0017EE  5E01               	subwf	___lwmod@dividend,f,c
  2896  0017F0  5004               	movf	___lwmod@divisor+1,w,c
  2897  0017F2  5A02               	subwfb	___lwmod@dividend+1,f,c
  2898  0017F4                     l1628:
  2899  0017F4  90D8               	bcf	status,0,c
  2900  0017F6  3204               	rrcf	___lwmod@divisor+1,f,c
  2901  0017F8  3203               	rrcf	___lwmod@divisor,f,c
  2902  0017FA  2E05               	decfsz	___lwmod@counter,f,c
  2903  0017FC  D7F1               	goto	l1624
  2904  0017FE                     l773:
  2905  0017FE  C001  F001         	movff	___lwmod@dividend,?___lwmod
  2906  001802  C002  F002         	movff	___lwmod@dividend+1,?___lwmod+1
  2907  001806  0012               	return	
  2908  001808                     __end_of___lwmod:
  2909                           	opt stack 0
  2910                           tblptru	equ	0xFF8
  2911                           tblptrh	equ	0xFF7
  2912                           tblptrl	equ	0xFF6
  2913                           tablat	equ	0xFF5
  2914                           prodl	equ	0xFF3
  2915                           postinc0	equ	0xFEE
  2916                           wreg	equ	0xFE8
  2917                           postinc1	equ	0xFE6
  2918                           postdec1	equ	0xFE5
  2919                           fsr1l	equ	0xFE1
  2920                           indf2	equ	0xFDF
  2921                           postinc2	equ	0xFDE
  2922                           postdec2	equ	0xFDD
  2923                           fsr2h	equ	0xFDA
  2924                           fsr2l	equ	0xFD9
  2925                           status	equ	0xFD8
  2926                           
  2927 ;; *************** function ___lwdiv *****************
  2928 ;; Defined at:
  2929 ;;		line 8 in file "C:\Program Files (x86)\Microchip\xc8\v1.32\sources\common\lwdiv.c"
  2930 ;; Parameters:    Size  Location     Type
  2931 ;;  dividend        2    0[COMRAM] unsigned int 
  2932 ;;  divisor         2    2[COMRAM] unsigned int 
  2933 ;; Auto vars:     Size  Location     Type
  2934 ;;  quotient        2    4[COMRAM] unsigned int 
  2935 ;;  counter         1    6[COMRAM] unsigned char 
  2936 ;; Return value:  Size  Location     Type
  2937 ;;                  2    0[COMRAM] unsigned int 
  2938 ;; Registers used:
  2939 ;;		wreg, status,2, status,0
  2940 ;; Tracked objects:
  2941 ;;		On entry : 0/0
  2942 ;;		On exit  : 0/0
  2943 ;;		Unchanged: 0/0
  2944 ;; Data sizes:     COMRAM   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6   BANK7
  2945 ;;      Params:         4       0       0       0       0       0       0       0       0
  2946 ;;      Locals:         3       0       0       0       0       0       0       0       0
  2947 ;;      Temps:          0       0       0       0       0       0       0       0       0
  2948 ;;      Totals:         7       0       0       0       0       0       0       0       0
  2949 ;;Total ram usage:        7 bytes
  2950 ;; Hardware stack levels used:    1
  2951 ;; This function calls:
  2952 ;;		Nothing
  2953 ;; This function is called by:
  2954 ;;		_lcd_bcd
  2955 ;;		_bcd
  2956 ;; This function uses a non-reentrant model
  2957 ;;
  2958                           
  2959                           	psect	text15
  2960  001692                     __ptext15:
  2961                           	opt stack 0
  2962  001692                     ___lwdiv:
  2963                           	opt stack 29
  2964                           
  2965                           ;incstack = 0
  2966  001692  0E00               	movlw	0
  2967  001694  6E06               	movwf	___lwdiv@quotient+1,c
  2968  001696  0E00               	movlw	0
  2969  001698  6E05               	movwf	___lwdiv@quotient,c
  2970  00169A  5004               	movf	___lwdiv@divisor+1,w,c
  2971  00169C  1003               	iorwf	___lwdiv@divisor,w,c
  2972  00169E  B4D8               	btfsc	status,2,c
  2973  0016A0  D01C               	goto	l763
  2974  0016A2  0E01               	movlw	1
  2975  0016A4  6E07               	movwf	___lwdiv@counter,c
  2976  0016A6  D004               	goto	l1602
  2977  0016A8                     l1600:
  2978  0016A8  90D8               	bcf	status,0,c
  2979  0016AA  3603               	rlcf	___lwdiv@divisor,f,c
  2980  0016AC  3604               	rlcf	___lwdiv@divisor+1,f,c
  2981  0016AE  2A07               	incf	___lwdiv@counter,f,c
  2982  0016B0                     l1602:
  2983  0016B0  AE04               	btfss	___lwdiv@divisor+1,7,c
  2984  0016B2  D7FA               	goto	l1600
  2985  0016B4                     l1604:
  2986  0016B4  90D8               	bcf	status,0,c
  2987  0016B6  3605               	rlcf	___lwdiv@quotient,f,c
  2988  0016B8  3606               	rlcf	___lwdiv@quotient+1,f,c
